Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P, Y
3, Run: 099, F, 116, 0, 10, 111, 0, 0, 0
3, Run: 100, F, 115, 0, 10, 111, 0, 0, 0
4, Run: 001, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 002, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 003, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 004, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 005, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 006, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 007, F, 9, 0, 10, 44, 0, 0, 0
4, Run: 008, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 009, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 010, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 011, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 012, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 013, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 014, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 015, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 016, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 017, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 018, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 019, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 020, F, 5, 0, 10, 44, 0, 0, 0
4, Run: 021, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 022, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 023, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 024, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 025, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 026, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 027, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 028, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 029, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 030, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 031, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 032, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 033, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 034, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 035, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 036, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 037, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 038, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 039, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 040, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 041, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 042, F, 5, 0, 10, 44, 0, 0, 0
4, Run: 043, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 044, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 045, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 046, F, 9, 0, 10, 44, 0, 0, 0
4, Run: 047, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 048, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 049, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 050, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 051, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 052, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 053, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 054, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 055, F, 5, 0, 10, 44, 0, 0, 0
4, Run: 056, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 057, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 058, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 059, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 060, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 061, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 062, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 063, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 064, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 065, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 066, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 067, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 068, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 069, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 070, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 071, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 072, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 073, F, 9, 0, 10, 44, 0, 0, 0
4, Run: 074, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 075, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 076, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 077, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 078, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 079, F, 9, 0, 10, 44, 0, 0, 0
4, Run: 080, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 081, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 082, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 083, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 084, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 085, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 086, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 087, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 088, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 089, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 090, F, 9, 0, 10, 44, 0, 0, 0
4, Run: 091, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 092, F, 7, 0, 10, 44, 0, 0, 0
4, Run: 093, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 094, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 095, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 096, F, 5, 0, 10, 44, 0, 0, 0
4, Run: 097, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 098, F, 8, 0, 10, 44, 0, 0, 0
4, Run: 099, F, 6, 0, 10, 44, 0, 0, 0
4, Run: 100, F, 8, 0, 10, 44, 0, 0, 0
5, Run: 001, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 002, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 003, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 004, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 005, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 006, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 007, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 008, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 009, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 010, F, 67, 0, 10, 58, 0, 0, 0
5, Run: 011, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 012, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 013, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 014, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 015, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 016, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 017, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 018, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 019, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 020, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 021, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 022, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 023, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 024, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 025, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 026, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 027, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 028, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 029, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 030, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 031, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 032, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 033, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 034, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 035, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 036, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 037, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 038, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 039, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 040, F, 67, 0, 10, 58, 0, 0, 0
5, Run: 041, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 042, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 043, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 044, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 045, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 046, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 047, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 048, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 049, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 050, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 051, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 052, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 053, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 054, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 055, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 056, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 057, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 058, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 059, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 060, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 061, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 062, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 063, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 064, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 065, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 066, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 067, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 068, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 069, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 070, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 071, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 072, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 073, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 074, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 075, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 076, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 077, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 078, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 079, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 080, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 081, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 082, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 083, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 084, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 085, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 086, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 087, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 088, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 089, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 090, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 091, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 092, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 093, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 094, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 095, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 096, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 097, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 098, F, 65, 0, 10, 58, 0, 0, 0
5, Run: 099, F, 66, 0, 10, 58, 0, 0, 0
5, Run: 100, F, 66, 0, 10, 58, 0, 0, 0
6, Run: 001, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 002, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 003, F, 188, 0, 10, 164, 0, 0, 0
6, Run: 004, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 005, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 006, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 007, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 008, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 009, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 010, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 011, F, 188, 0, 10, 164, 0, 0, 0
6, Run: 012, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 013, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 014, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 015, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 016, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 017, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 018, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 019, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 020, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 021, F, 188, 0, 10, 164, 0, 0, 0
6, Run: 022, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 023, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 024, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 025, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 026, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 027, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 028, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 029, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 030, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 031, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 032, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 033, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 034, F, 188, 0, 10, 164, 0, 0, 0
6, Run: 035, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 036, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 037, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 038, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 039, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 040, F, 188, 0, 10, 164, 0, 0, 0
6, Run: 041, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 042, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 043, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 044, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 045, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 046, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 047, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 048, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 049, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 050, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 051, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 052, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 053, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 054, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 055, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 056, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 057, F, 188, 0, 10, 164, 0, 0, 0
6, Run: 058, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 059, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 060, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 061, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 062, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 063, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 064, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 065, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 066, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 067, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 068, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 069, F, 188, 0, 10, 164, 0, 0, 0
6, Run: 070, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 071, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 072, F, 189, 0, 10, 164, 0, 0, 0
6, Run: 073, F, 188, 0, 10, 164, 0, 0, 0
6, Run: 074, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 075, F, 188, 0, 10, 164, 0, 0, 0
6, Run: 076, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 077, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 078, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 079, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 080, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 081, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 082, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 083, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 084, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 085, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 086, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 087, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 088, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 089, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 090, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 091, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 092, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 093, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 094, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 095, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 096, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 097, F, 188, 0, 10, 164, 0, 0, 0
6, Run: 098, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 099, F, 187, 0, 10, 164, 0, 0, 0
6, Run: 100, F, 187, 0, 10, 164, 0, 0, 0
