Input Number, Run_Number, Result@ 100, X1, X2, Y, NEW_REACTION, Reaction1, Reaction2
INVAR-40, Run: 075, F, 0, 0, 249, 89, 111, 40
INVAR-40, Run: 076, F, 0, 0, 231, 80, 120, 49
INVAR-40, Run: 077, F, 0, 0, 243, 86, 114, 43
INVAR-40, Run: 078, F, 0, 0, 237, 83, 117, 46
INVAR-40, Run: 079, F, 0, 0, 249, 89, 111, 40
INVAR-40, Run: 080, F, 0, 0, 249, 89, 111, 40
INVAR-40, Run: 081, F, 0, 0, 233, 81, 119, 48
INVAR-40, Run: 082, F, 0, 0, 245, 87, 113, 42
INVAR-40, Run: 083, F, 0, 0, 241, 85, 115, 44
INVAR-40, Run: 084, F, 0, 0, 245, 87, 113, 42
INVAR-40, Run: 085, F, 0, 0, 235, 82, 118, 47
INVAR-40, Run: 086, F, 0, 0, 247, 88, 112, 41
INVAR-40, Run: 087, F, 0, 0, 237, 83, 117, 46
INVAR-40, Run: 088, F, 0, 0, 241, 85, 115, 44
INVAR-40, Run: 089, F, 0, 0, 249, 89, 111, 40
INVAR-40, Run: 090, F, 0, 0, 229, 79, 121, 50
INVAR-40, Run: 091, F, 0, 0, 233, 81, 119, 48
INVAR-40, Run: 092, F, 0, 0, 245, 87, 113, 42
INVAR-40, Run: 093, F, 0, 0, 233, 81, 119, 48
INVAR-40, Run: 094, F, 0, 0, 235, 82, 118, 47
INVAR-40, Run: 095, F, 0, 0, 239, 84, 116, 45
INVAR-40, Run: 096, F, 0, 0, 239, 84, 116, 45
INVAR-40, Run: 097, F, 0, 0, 231, 80, 120, 49
INVAR-40, Run: 098, F, 0, 0, 239, 84, 116, 45
INVAR-40, Run: 099, F, 0, 0, 237, 83, 117, 46
INVAR-40, Run: 100, F, 0, 0, 235, 82, 118, 47
INVAR-41, Run: 001, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 002, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 003, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 004, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 005, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 006, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 007, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 008, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 009, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 010, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 011, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 012, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 013, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 014, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 015, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 016, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 017, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 018, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 019, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 020, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 021, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 022, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 023, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 024, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 025, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 026, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 027, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 028, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 029, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 030, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 031, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 032, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 033, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 034, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 035, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 036, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 037, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 038, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 039, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 040, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 041, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 042, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 043, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 044, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 045, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 046, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 047, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 048, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 049, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 050, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 051, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 052, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 053, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 054, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 055, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 056, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 057, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 058, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 059, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 060, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 061, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 062, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 063, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 064, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 065, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 066, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 067, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 068, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 069, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 070, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 071, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 072, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 073, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 074, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 075, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 076, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 077, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 078, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 079, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 080, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 081, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 082, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 083, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 084, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 085, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 086, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 087, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 088, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 089, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 090, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 091, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 092, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 093, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 094, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 095, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 096, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 097, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 098, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 099, P, 0, 0, 50, 0, 50, 0
INVAR-41, Run: 100, P, 0, 0, 50, 0, 50, 0
INVAR-42, Run: 001, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 002, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 003, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 004, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 005, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 006, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 007, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 008, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 009, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 010, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 011, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 012, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 013, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 014, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 015, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 016, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 017, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 018, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 019, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 020, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 021, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 022, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 023, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 024, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 025, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 026, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 027, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 028, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 029, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 030, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 031, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 032, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 033, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 034, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 035, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 036, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 037, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 038, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 039, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 040, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 041, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 042, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 043, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 044, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 045, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 046, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 047, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 048, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 049, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 050, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 051, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 052, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 053, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 054, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 055, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 056, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 057, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 058, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 059, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 060, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 061, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 062, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 063, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 064, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 065, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 066, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 067, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 068, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 069, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 070, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 071, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 072, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 073, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 074, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 075, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 076, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 077, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 078, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 079, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 080, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 081, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 082, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 083, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 084, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 085, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 086, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 087, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 088, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 089, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 090, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 091, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 092, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 093, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 094, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 095, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 096, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 097, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 098, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 099, P, 0, 0, 100, 0, 100, 0
INVAR-42, Run: 100, P, 0, 0, 100, 0, 100, 0
INVAR-43, Run: 001, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 002, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 003, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 004, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 005, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 006, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 007, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 008, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 009, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 010, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 011, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 012, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 013, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 014, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 015, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 016, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 017, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 018, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 019, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 020, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 021, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 022, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 023, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 024, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 025, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 026, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 027, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 028, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 029, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 030, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 031, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 032, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 033, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 034, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 035, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 036, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 037, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 038, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 039, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 040, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 041, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 042, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 043, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 044, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 045, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 046, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 047, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 048, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 049, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 050, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 051, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 052, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 053, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 054, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 055, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 056, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 057, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 058, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 059, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 060, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 061, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 062, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 063, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 064, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 065, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 066, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 067, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 068, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 069, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 070, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 071, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 072, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 073, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 074, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 075, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 076, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 077, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 078, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 079, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 080, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 081, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 082, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 083, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 084, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 085, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 086, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 087, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 088, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 089, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 090, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 091, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 092, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 093, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 094, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 095, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 096, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 097, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 098, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 099, P, 0, 0, 200, 0, 200, 0
INVAR-43, Run: 100, P, 0, 0, 200, 0, 200, 0
INVAR-44, Run: 001, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 002, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 003, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 004, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 005, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 006, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 007, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 008, F, 0, 0, 62, 31, 19, 19
INVAR-44, Run: 009, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 010, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 011, F, 0, 0, 62, 31, 19, 19
INVAR-44, Run: 012, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 013, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 014, F, 0, 0, 52, 26, 24, 24
INVAR-44, Run: 015, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 016, F, 0, 0, 52, 26, 24, 24
INVAR-44, Run: 017, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 018, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 019, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 020, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 021, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 022, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 023, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 024, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 025, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 026, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 027, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 028, F, 0, 0, 52, 26, 24, 24
INVAR-44, Run: 029, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 030, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 031, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 032, F, 0, 0, 46, 23, 27, 27
INVAR-44, Run: 033, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 034, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 035, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 036, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 037, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 038, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 039, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 040, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 041, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 042, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 043, F, 0, 0, 52, 26, 24, 24
INVAR-44, Run: 044, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 045, F, 0, 0, 50, 25, 25, 25
INVAR-44, Run: 046, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 047, F, 0, 0, 50, 25, 25, 25
INVAR-44, Run: 048, F, 0, 0, 52, 26, 24, 24
INVAR-44, Run: 049, F, 0, 0, 50, 25, 25, 25
INVAR-44, Run: 050, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 051, F, 0, 0, 66, 33, 17, 17
INVAR-44, Run: 052, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 053, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 054, F, 0, 0, 62, 31, 19, 19
INVAR-44, Run: 055, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 056, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 057, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 058, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 059, F, 0, 0, 50, 25, 25, 25
INVAR-44, Run: 060, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 061, F, 0, 0, 62, 31, 19, 19
INVAR-44, Run: 062, F, 0, 0, 62, 31, 19, 19
INVAR-44, Run: 063, F, 0, 0, 52, 26, 24, 24
INVAR-44, Run: 064, F, 0, 0, 62, 31, 19, 19
INVAR-44, Run: 065, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 066, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 067, F, 0, 0, 62, 31, 19, 19
INVAR-44, Run: 068, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 069, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 070, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 071, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 072, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 073, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 074, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 075, F, 0, 0, 62, 31, 19, 19
INVAR-44, Run: 076, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 077, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 078, F, 0, 0, 52, 26, 24, 24
INVAR-44, Run: 079, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 080, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 081, F, 0, 0, 58, 29, 21, 21
INVAR-44, Run: 082, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 083, F, 0, 0, 62, 31, 19, 19
INVAR-44, Run: 084, F, 0, 0, 52, 26, 24, 24
INVAR-44, Run: 085, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 086, F, 0, 0, 50, 25, 25, 25
INVAR-44, Run: 087, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 088, F, 0, 0, 52, 26, 24, 24
INVAR-44, Run: 089, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 090, F, 0, 0, 62, 31, 19, 19
INVAR-44, Run: 091, F, 0, 0, 46, 23, 27, 27
INVAR-44, Run: 092, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 093, F, 0, 0, 54, 27, 23, 23
INVAR-44, Run: 094, F, 0, 0, 60, 30, 20, 20
INVAR-44, Run: 095, F, 0, 0, 56, 28, 22, 22
INVAR-44, Run: 096, F, 0, 0, 56, 28, 22, 22
