Input Number, Run_Number, Result@ 100, X1, X2, Y
INVAR-40, Run: 092, F, 102, 0, 67
INVAR-40, Run: 093, F, 101, 0, 69
INVAR-40, Run: 094, F, 99, 0, 73
INVAR-40, Run: 095, F, 105, 0, 61
INVAR-40, Run: 096, F, 103, 0, 65
INVAR-40, Run: 097, F, 100, 0, 71
INVAR-40, Run: 098, F, 102, 0, 67
INVAR-40, Run: 099, F, 98, 0, 75
INVAR-40, Run: 100, F, 103, 0, 65
INVAR-41, Run: 001, P, 50, 0, 0
INVAR-41, Run: 002, P, 50, 0, 0
INVAR-41, Run: 003, P, 50, 0, 0
INVAR-41, Run: 004, P, 50, 0, 0
INVAR-41, Run: 005, P, 50, 0, 0
INVAR-41, Run: 006, P, 50, 0, 0
INVAR-41, Run: 007, P, 50, 0, 0
INVAR-41, Run: 008, P, 50, 0, 0
INVAR-41, Run: 009, P, 50, 0, 0
INVAR-41, Run: 010, P, 50, 0, 0
INVAR-41, Run: 011, P, 50, 0, 0
INVAR-41, Run: 012, P, 50, 0, 0
INVAR-41, Run: 013, P, 50, 0, 0
INVAR-41, Run: 014, P, 50, 0, 0
INVAR-41, Run: 015, P, 50, 0, 0
INVAR-41, Run: 016, P, 50, 0, 0
INVAR-41, Run: 017, P, 50, 0, 0
INVAR-41, Run: 018, P, 50, 0, 0
INVAR-41, Run: 019, P, 50, 0, 0
INVAR-41, Run: 020, P, 50, 0, 0
INVAR-41, Run: 021, P, 50, 0, 0
INVAR-41, Run: 022, P, 50, 0, 0
INVAR-41, Run: 023, P, 50, 0, 0
INVAR-41, Run: 024, P, 50, 0, 0
INVAR-41, Run: 025, P, 50, 0, 0
INVAR-41, Run: 026, P, 50, 0, 0
INVAR-41, Run: 027, P, 50, 0, 0
INVAR-41, Run: 028, P, 50, 0, 0
INVAR-41, Run: 029, P, 50, 0, 0
INVAR-41, Run: 030, P, 50, 0, 0
INVAR-41, Run: 031, P, 50, 0, 0
INVAR-41, Run: 032, P, 50, 0, 0
INVAR-41, Run: 033, P, 50, 0, 0
INVAR-41, Run: 034, P, 50, 0, 0
INVAR-41, Run: 035, P, 50, 0, 0
INVAR-41, Run: 036, P, 50, 0, 0
INVAR-41, Run: 037, P, 50, 0, 0
INVAR-41, Run: 038, P, 50, 0, 0
INVAR-41, Run: 039, P, 50, 0, 0
INVAR-41, Run: 040, P, 50, 0, 0
INVAR-41, Run: 041, P, 50, 0, 0
INVAR-41, Run: 042, P, 50, 0, 0
INVAR-41, Run: 043, P, 50, 0, 0
INVAR-41, Run: 044, P, 50, 0, 0
INVAR-41, Run: 045, P, 50, 0, 0
INVAR-41, Run: 046, P, 50, 0, 0
INVAR-41, Run: 047, P, 50, 0, 0
INVAR-41, Run: 048, P, 50, 0, 0
INVAR-41, Run: 049, P, 50, 0, 0
INVAR-41, Run: 050, P, 50, 0, 0
INVAR-41, Run: 051, P, 50, 0, 0
INVAR-41, Run: 052, P, 50, 0, 0
INVAR-41, Run: 053, P, 50, 0, 0
INVAR-41, Run: 054, P, 50, 0, 0
INVAR-41, Run: 055, P, 50, 0, 0
INVAR-41, Run: 056, P, 50, 0, 0
INVAR-41, Run: 057, P, 50, 0, 0
INVAR-41, Run: 058, P, 50, 0, 0
INVAR-41, Run: 059, P, 50, 0, 0
INVAR-41, Run: 060, P, 50, 0, 0
INVAR-41, Run: 061, P, 50, 0, 0
INVAR-41, Run: 062, P, 50, 0, 0
INVAR-41, Run: 063, P, 50, 0, 0
INVAR-41, Run: 064, P, 50, 0, 0
INVAR-41, Run: 065, P, 50, 0, 0
INVAR-41, Run: 066, P, 50, 0, 0
INVAR-41, Run: 067, P, 50, 0, 0
INVAR-41, Run: 068, P, 50, 0, 0
INVAR-41, Run: 069, P, 50, 0, 0
INVAR-41, Run: 070, P, 50, 0, 0
INVAR-41, Run: 071, P, 50, 0, 0
INVAR-41, Run: 072, P, 50, 0, 0
INVAR-41, Run: 073, P, 50, 0, 0
INVAR-41, Run: 074, P, 50, 0, 0
INVAR-41, Run: 075, P, 50, 0, 0
INVAR-41, Run: 076, P, 50, 0, 0
INVAR-41, Run: 077, P, 50, 0, 0
INVAR-41, Run: 078, P, 50, 0, 0
INVAR-41, Run: 079, P, 50, 0, 0
INVAR-41, Run: 080, P, 50, 0, 0
INVAR-41, Run: 081, P, 50, 0, 0
INVAR-41, Run: 082, P, 50, 0, 0
INVAR-41, Run: 083, P, 50, 0, 0
INVAR-41, Run: 084, P, 50, 0, 0
INVAR-41, Run: 085, P, 50, 0, 0
INVAR-41, Run: 086, P, 50, 0, 0
INVAR-41, Run: 087, P, 50, 0, 0
INVAR-41, Run: 088, P, 50, 0, 0
INVAR-41, Run: 089, P, 50, 0, 0
INVAR-41, Run: 090, P, 50, 0, 0
INVAR-41, Run: 091, P, 50, 0, 0
INVAR-41, Run: 092, P, 50, 0, 0
INVAR-41, Run: 093, P, 50, 0, 0
INVAR-41, Run: 094, P, 50, 0, 0
INVAR-41, Run: 095, P, 50, 0, 0
INVAR-41, Run: 096, P, 50, 0, 0
INVAR-41, Run: 097, P, 50, 0, 0
INVAR-41, Run: 098, P, 50, 0, 0
INVAR-41, Run: 099, P, 50, 0, 0
INVAR-41, Run: 100, P, 50, 0, 0
INVAR-42, Run: 001, P, 100, 0, 0
INVAR-42, Run: 002, P, 100, 0, 0
INVAR-42, Run: 003, P, 100, 0, 0
INVAR-42, Run: 004, P, 100, 0, 0
INVAR-42, Run: 005, P, 100, 0, 0
INVAR-42, Run: 006, P, 100, 0, 0
INVAR-42, Run: 007, P, 100, 0, 0
INVAR-42, Run: 008, P, 100, 0, 0
INVAR-42, Run: 009, P, 100, 0, 0
INVAR-42, Run: 010, P, 100, 0, 0
INVAR-42, Run: 011, P, 100, 0, 0
INVAR-42, Run: 012, P, 100, 0, 0
INVAR-42, Run: 013, P, 100, 0, 0
INVAR-42, Run: 014, P, 100, 0, 0
INVAR-42, Run: 015, P, 100, 0, 0
INVAR-42, Run: 016, P, 100, 0, 0
INVAR-42, Run: 017, P, 100, 0, 0
INVAR-42, Run: 018, P, 100, 0, 0
INVAR-42, Run: 019, P, 100, 0, 0
INVAR-42, Run: 020, P, 100, 0, 0
INVAR-42, Run: 021, P, 100, 0, 0
INVAR-42, Run: 022, P, 100, 0, 0
INVAR-42, Run: 023, P, 100, 0, 0
INVAR-42, Run: 024, P, 100, 0, 0
INVAR-42, Run: 025, P, 100, 0, 0
INVAR-42, Run: 026, P, 100, 0, 0
INVAR-42, Run: 027, P, 100, 0, 0
INVAR-42, Run: 028, P, 100, 0, 0
INVAR-42, Run: 029, P, 100, 0, 0
INVAR-42, Run: 030, P, 100, 0, 0
INVAR-42, Run: 031, P, 100, 0, 0
INVAR-42, Run: 032, P, 100, 0, 0
INVAR-42, Run: 033, P, 100, 0, 0
INVAR-42, Run: 034, P, 100, 0, 0
INVAR-42, Run: 035, P, 100, 0, 0
INVAR-42, Run: 036, P, 100, 0, 0
INVAR-42, Run: 037, P, 100, 0, 0
INVAR-42, Run: 038, P, 100, 0, 0
INVAR-42, Run: 039, P, 100, 0, 0
INVAR-42, Run: 040, P, 100, 0, 0
INVAR-42, Run: 041, P, 100, 0, 0
INVAR-42, Run: 042, P, 100, 0, 0
INVAR-42, Run: 043, P, 100, 0, 0
INVAR-42, Run: 044, P, 100, 0, 0
INVAR-42, Run: 045, P, 100, 0, 0
INVAR-42, Run: 046, P, 100, 0, 0
INVAR-42, Run: 047, P, 100, 0, 0
INVAR-42, Run: 048, P, 100, 0, 0
INVAR-42, Run: 049, P, 100, 0, 0
INVAR-42, Run: 050, P, 100, 0, 0
INVAR-42, Run: 051, P, 100, 0, 0
INVAR-42, Run: 052, P, 100, 0, 0
INVAR-42, Run: 053, P, 100, 0, 0
INVAR-42, Run: 054, P, 100, 0, 0
INVAR-42, Run: 055, P, 100, 0, 0
INVAR-42, Run: 056, P, 100, 0, 0
INVAR-42, Run: 057, P, 100, 0, 0
INVAR-42, Run: 058, P, 100, 0, 0
INVAR-42, Run: 059, P, 100, 0, 0
INVAR-42, Run: 060, P, 100, 0, 0
INVAR-42, Run: 061, P, 100, 0, 0
INVAR-42, Run: 062, P, 100, 0, 0
INVAR-42, Run: 063, P, 100, 0, 0
INVAR-42, Run: 064, P, 100, 0, 0
INVAR-42, Run: 065, P, 100, 0, 0
INVAR-42, Run: 066, P, 100, 0, 0
INVAR-42, Run: 067, P, 100, 0, 0
INVAR-42, Run: 068, P, 100, 0, 0
INVAR-42, Run: 069, P, 100, 0, 0
INVAR-42, Run: 070, P, 100, 0, 0
INVAR-42, Run: 071, P, 100, 0, 0
INVAR-42, Run: 072, P, 100, 0, 0
INVAR-42, Run: 073, P, 100, 0, 0
INVAR-42, Run: 074, P, 100, 0, 0
INVAR-42, Run: 075, P, 100, 0, 0
INVAR-42, Run: 076, P, 100, 0, 0
INVAR-42, Run: 077, P, 100, 0, 0
INVAR-42, Run: 078, P, 100, 0, 0
INVAR-42, Run: 079, P, 100, 0, 0
INVAR-42, Run: 080, P, 100, 0, 0
INVAR-42, Run: 081, P, 100, 0, 0
INVAR-42, Run: 082, P, 100, 0, 0
INVAR-42, Run: 083, P, 100, 0, 0
INVAR-42, Run: 084, P, 100, 0, 0
INVAR-42, Run: 085, P, 100, 0, 0
INVAR-42, Run: 086, P, 100, 0, 0
INVAR-42, Run: 087, P, 100, 0, 0
INVAR-42, Run: 088, P, 100, 0, 0
INVAR-42, Run: 089, P, 100, 0, 0
INVAR-42, Run: 090, P, 100, 0, 0
INVAR-42, Run: 091, P, 100, 0, 0
INVAR-42, Run: 092, P, 100, 0, 0
INVAR-42, Run: 093, P, 100, 0, 0
INVAR-42, Run: 094, P, 100, 0, 0
INVAR-42, Run: 095, P, 100, 0, 0
INVAR-42, Run: 096, P, 100, 0, 0
INVAR-42, Run: 097, P, 100, 0, 0
INVAR-42, Run: 098, P, 100, 0, 0
INVAR-42, Run: 099, P, 100, 0, 0
INVAR-42, Run: 100, P, 100, 0, 0
INVAR-43, Run: 001, P, 200, 0, 0
INVAR-43, Run: 002, P, 200, 0, 0
INVAR-43, Run: 003, P, 200, 0, 0
INVAR-43, Run: 004, P, 200, 0, 0
INVAR-43, Run: 005, P, 200, 0, 0
INVAR-43, Run: 006, P, 200, 0, 0
INVAR-43, Run: 007, P, 200, 0, 0
INVAR-43, Run: 008, P, 200, 0, 0
INVAR-43, Run: 009, P, 200, 0, 0
INVAR-43, Run: 010, P, 200, 0, 0
INVAR-43, Run: 011, P, 200, 0, 0
INVAR-43, Run: 012, P, 200, 0, 0
INVAR-43, Run: 013, P, 200, 0, 0
INVAR-43, Run: 014, P, 200, 0, 0
INVAR-43, Run: 015, P, 200, 0, 0
INVAR-43, Run: 016, P, 200, 0, 0
INVAR-43, Run: 017, P, 200, 0, 0
INVAR-43, Run: 018, P, 200, 0, 0
INVAR-43, Run: 019, P, 200, 0, 0
INVAR-43, Run: 020, P, 200, 0, 0
INVAR-43, Run: 021, P, 200, 0, 0
INVAR-43, Run: 022, P, 200, 0, 0
INVAR-43, Run: 023, P, 200, 0, 0
INVAR-43, Run: 024, P, 200, 0, 0
INVAR-43, Run: 025, P, 200, 0, 0
INVAR-43, Run: 026, P, 200, 0, 0
INVAR-43, Run: 027, P, 200, 0, 0
INVAR-43, Run: 028, P, 200, 0, 0
INVAR-43, Run: 029, P, 200, 0, 0
INVAR-43, Run: 030, P, 200, 0, 0
INVAR-43, Run: 031, P, 200, 0, 0
INVAR-43, Run: 032, P, 200, 0, 0
INVAR-43, Run: 033, P, 200, 0, 0
INVAR-43, Run: 034, P, 200, 0, 0
INVAR-43, Run: 035, P, 200, 0, 0
INVAR-43, Run: 036, P, 200, 0, 0
INVAR-43, Run: 037, P, 200, 0, 0
INVAR-43, Run: 038, P, 200, 0, 0
INVAR-43, Run: 039, P, 200, 0, 0
INVAR-43, Run: 040, P, 200, 0, 0
INVAR-43, Run: 041, P, 200, 0, 0
INVAR-43, Run: 042, P, 200, 0, 0
INVAR-43, Run: 043, P, 200, 0, 0
INVAR-43, Run: 044, P, 200, 0, 0
INVAR-43, Run: 045, P, 200, 0, 0
INVAR-43, Run: 046, P, 200, 0, 0
INVAR-43, Run: 047, P, 200, 0, 0
INVAR-43, Run: 048, P, 200, 0, 0
INVAR-43, Run: 049, P, 200, 0, 0
INVAR-43, Run: 050, P, 200, 0, 0
INVAR-43, Run: 051, P, 200, 0, 0
INVAR-43, Run: 052, P, 200, 0, 0
INVAR-43, Run: 053, P, 200, 0, 0
INVAR-43, Run: 054, P, 200, 0, 0
INVAR-43, Run: 055, P, 200, 0, 0
INVAR-43, Run: 056, P, 200, 0, 0
INVAR-43, Run: 057, P, 200, 0, 0
INVAR-43, Run: 058, P, 200, 0, 0
INVAR-43, Run: 059, P, 200, 0, 0
INVAR-43, Run: 060, P, 200, 0, 0
INVAR-43, Run: 061, P, 200, 0, 0
INVAR-43, Run: 062, P, 200, 0, 0
INVAR-43, Run: 063, P, 200, 0, 0
INVAR-43, Run: 064, P, 200, 0, 0
INVAR-43, Run: 065, P, 200, 0, 0
INVAR-43, Run: 066, P, 200, 0, 0
INVAR-43, Run: 067, P, 200, 0, 0
INVAR-43, Run: 068, P, 200, 0, 0
INVAR-43, Run: 069, P, 200, 0, 0
INVAR-43, Run: 070, P, 200, 0, 0
INVAR-43, Run: 071, P, 200, 0, 0
INVAR-43, Run: 072, P, 200, 0, 0
INVAR-43, Run: 073, P, 200, 0, 0
INVAR-43, Run: 074, P, 200, 0, 0
INVAR-43, Run: 075, P, 200, 0, 0
INVAR-43, Run: 076, P, 200, 0, 0
INVAR-43, Run: 077, P, 200, 0, 0
INVAR-43, Run: 078, P, 200, 0, 0
INVAR-43, Run: 079, P, 200, 0, 0
INVAR-43, Run: 080, P, 200, 0, 0
INVAR-43, Run: 081, P, 200, 0, 0
INVAR-43, Run: 082, P, 200, 0, 0
INVAR-43, Run: 083, P, 200, 0, 0
INVAR-43, Run: 084, P, 200, 0, 0
INVAR-43, Run: 085, P, 200, 0, 0
INVAR-43, Run: 086, P, 200, 0, 0
INVAR-43, Run: 087, P, 200, 0, 0
INVAR-43, Run: 088, P, 200, 0, 0
INVAR-43, Run: 089, P, 200, 0, 0
INVAR-43, Run: 090, P, 200, 0, 0
INVAR-43, Run: 091, P, 200, 0, 0
INVAR-43, Run: 092, P, 200, 0, 0
INVAR-43, Run: 093, P, 200, 0, 0
INVAR-43, Run: 094, P, 200, 0, 0
INVAR-43, Run: 095, P, 200, 0, 0
INVAR-43, Run: 096, P, 200, 0, 0
INVAR-43, Run: 097, P, 200, 0, 0
INVAR-43, Run: 098, P, 200, 0, 0
INVAR-43, Run: 099, P, 200, 0, 0
INVAR-43, Run: 100, P, 200, 0, 0
INVAR-44, Run: 001, F, 14, 0, 22
INVAR-44, Run: 002, F, 14, 0, 22
INVAR-44, Run: 003, F, 17, 0, 16
INVAR-44, Run: 004, F, 16, 0, 18
INVAR-44, Run: 005, F, 17, 0, 16
INVAR-44, Run: 006, F, 15, 0, 20
INVAR-44, Run: 007, F, 13, 0, 24
INVAR-44, Run: 008, F, 17, 0, 16
INVAR-44, Run: 009, F, 11, 0, 28
INVAR-44, Run: 010, F, 14, 0, 22
INVAR-44, Run: 011, F, 18, 0, 14
INVAR-44, Run: 012, F, 14, 0, 22
INVAR-44, Run: 013, F, 15, 0, 20
INVAR-44, Run: 014, F, 17, 0, 16
INVAR-44, Run: 015, F, 16, 0, 18
INVAR-44, Run: 016, F, 14, 0, 22
INVAR-44, Run: 017, F, 15, 0, 20
INVAR-44, Run: 018, F, 16, 0, 18
INVAR-44, Run: 019, F, 14, 0, 22
INVAR-44, Run: 020, F, 15, 0, 20
INVAR-44, Run: 021, F, 17, 0, 16
INVAR-44, Run: 022, F, 14, 0, 22
INVAR-44, Run: 023, F, 16, 0, 18
INVAR-44, Run: 024, F, 15, 0, 20
INVAR-44, Run: 025, F, 18, 0, 14
INVAR-44, Run: 026, F, 16, 0, 18
INVAR-44, Run: 027, F, 15, 0, 20
INVAR-44, Run: 028, F, 13, 0, 24
INVAR-44, Run: 029, F, 16, 0, 18
INVAR-44, Run: 030, F, 17, 0, 16
INVAR-44, Run: 031, F, 17, 0, 16
INVAR-44, Run: 032, F, 20, 0, 10
INVAR-44, Run: 033, F, 17, 0, 16
INVAR-44, Run: 034, F, 17, 0, 16
INVAR-44, Run: 035, F, 13, 0, 24
INVAR-44, Run: 036, F, 17, 0, 16
INVAR-44, Run: 037, F, 15, 0, 20
INVAR-44, Run: 038, F, 17, 0, 16
INVAR-44, Run: 039, F, 16, 0, 18
INVAR-44, Run: 040, F, 14, 0, 22
INVAR-44, Run: 041, F, 16, 0, 18
INVAR-44, Run: 042, F, 16, 0, 18
INVAR-44, Run: 043, F, 16, 0, 18
INVAR-44, Run: 044, F, 17, 0, 16
INVAR-44, Run: 045, F, 18, 0, 14
INVAR-44, Run: 046, F, 13, 0, 24
INVAR-44, Run: 047, F, 15, 0, 20
INVAR-44, Run: 048, F, 16, 0, 18
INVAR-44, Run: 049, F, 18, 0, 14
INVAR-44, Run: 050, F, 17, 0, 16
INVAR-44, Run: 051, F, 18, 0, 14
INVAR-44, Run: 052, F, 15, 0, 20
INVAR-44, Run: 053, F, 17, 0, 16
INVAR-44, Run: 054, F, 14, 0, 22
INVAR-44, Run: 055, F, 17, 0, 16
INVAR-44, Run: 056, F, 17, 0, 16
INVAR-44, Run: 057, F, 18, 0, 14
INVAR-44, Run: 058, F, 16, 0, 18
INVAR-44, Run: 059, F, 15, 0, 20
INVAR-44, Run: 060, F, 16, 0, 18
INVAR-44, Run: 061, F, 17, 0, 16
INVAR-44, Run: 062, F, 19, 0, 12
INVAR-44, Run: 063, F, 18, 0, 14
INVAR-44, Run: 064, F, 18, 0, 14
INVAR-44, Run: 065, F, 16, 0, 18
INVAR-44, Run: 066, F, 16, 0, 18
INVAR-44, Run: 067, F, 13, 0, 24
INVAR-44, Run: 068, F, 19, 0, 12
INVAR-44, Run: 069, F, 14, 0, 22
INVAR-44, Run: 070, F, 16, 0, 18
INVAR-44, Run: 071, F, 16, 0, 18
INVAR-44, Run: 072, F, 16, 0, 18
INVAR-44, Run: 073, F, 16, 0, 18
INVAR-44, Run: 074, F, 13, 0, 24
INVAR-44, Run: 075, F, 16, 0, 18
INVAR-44, Run: 076, F, 13, 0, 24
INVAR-44, Run: 077, F, 15, 0, 20
INVAR-44, Run: 078, F, 18, 0, 14
INVAR-44, Run: 079, F, 14, 0, 22
INVAR-44, Run: 080, F, 15, 0, 20
INVAR-44, Run: 081, F, 16, 0, 18
INVAR-44, Run: 082, F, 14, 0, 22
INVAR-44, Run: 083, F, 12, 0, 26
INVAR-44, Run: 084, F, 15, 0, 20
INVAR-44, Run: 085, F, 17, 0, 16
INVAR-44, Run: 086, F, 18, 0, 14
INVAR-44, Run: 087, F, 15, 0, 20
INVAR-44, Run: 088, F, 18, 0, 14
INVAR-44, Run: 089, F, 19, 0, 12
INVAR-44, Run: 090, F, 18, 0, 14
INVAR-44, Run: 091, F, 19, 0, 12
INVAR-44, Run: 092, F, 17, 0, 16
INVAR-44, Run: 093, F, 18, 0, 14
INVAR-44, Run: 094, F, 15, 0, 20
INVAR-44, Run: 095, F, 14, 0, 22
INVAR-44, Run: 096, F, 13, 0, 24
INVAR-44, Run: 097, F, 17, 0, 16
INVAR-44, Run: 098, F, 17, 0, 16
INVAR-44, Run: 099, F, 19, 0, 12
INVAR-44, Run: 100, F, 18, 0, 14
INVAR-45, Run: 001, F, 36, 0, 28
INVAR-45, Run: 002, F, 28, 0, 44
INVAR-45, Run: 003, F, 27, 0, 46
INVAR-45, Run: 004, F, 31, 0, 38
INVAR-45, Run: 005, F, 34, 0, 32
INVAR-45, Run: 006, F, 35, 0, 30
INVAR-45, Run: 007, F, 31, 0, 38
INVAR-45, Run: 008, F, 35, 0, 30
INVAR-45, Run: 009, F, 33, 0, 34
INVAR-45, Run: 010, F, 36, 0, 28
INVAR-45, Run: 011, F, 28, 0, 44
INVAR-45, Run: 012, F, 33, 0, 34
INVAR-45, Run: 013, F, 34, 0, 32
INVAR-45, Run: 014, F, 33, 0, 34
INVAR-45, Run: 015, F, 30, 0, 40
INVAR-45, Run: 016, F, 28, 0, 44
INVAR-45, Run: 017, F, 31, 0, 38
INVAR-45, Run: 018, F, 32, 0, 36
INVAR-45, Run: 019, F, 28, 0, 44
INVAR-45, Run: 020, F, 32, 0, 36
INVAR-45, Run: 021, F, 35, 0, 30
INVAR-45, Run: 022, F, 33, 0, 34
INVAR-45, Run: 023, F, 34, 0, 32
INVAR-45, Run: 024, F, 31, 0, 38
INVAR-45, Run: 025, F, 32, 0, 36
INVAR-45, Run: 026, F, 31, 0, 38
INVAR-45, Run: 027, F, 29, 0, 42
INVAR-45, Run: 028, F, 32, 0, 36
INVAR-45, Run: 029, F, 31, 0, 38
INVAR-45, Run: 030, F, 30, 0, 40
INVAR-45, Run: 031, F, 29, 0, 42
INVAR-45, Run: 032, F, 31, 0, 38
INVAR-45, Run: 033, F, 35, 0, 30
INVAR-45, Run: 034, F, 33, 0, 34
INVAR-45, Run: 035, F, 35, 0, 30
INVAR-45, Run: 036, F, 33, 0, 34
INVAR-45, Run: 037, F, 32, 0, 36
INVAR-45, Run: 038, F, 35, 0, 30
INVAR-45, Run: 039, F, 32, 0, 36
INVAR-45, Run: 040, F, 33, 0, 34
INVAR-45, Run: 041, F, 27, 0, 46
INVAR-45, Run: 042, F, 33, 0, 34
INVAR-45, Run: 043, F, 35, 0, 30
INVAR-45, Run: 044, F, 30, 0, 40
INVAR-45, Run: 045, F, 34, 0, 32
INVAR-45, Run: 046, F, 28, 0, 44
INVAR-45, Run: 047, F, 30, 0, 40
INVAR-45, Run: 048, F, 31, 0, 38
INVAR-45, Run: 049, F, 28, 0, 44
INVAR-45, Run: 050, F, 34, 0, 32
INVAR-45, Run: 051, F, 34, 0, 32
INVAR-45, Run: 052, F, 27, 0, 46
INVAR-45, Run: 053, F, 33, 0, 34
INVAR-45, Run: 054, F, 31, 0, 38
INVAR-45, Run: 055, F, 32, 0, 36
INVAR-45, Run: 056, F, 35, 0, 30
INVAR-45, Run: 057, F, 34, 0, 32
INVAR-45, Run: 058, F, 28, 0, 44
INVAR-45, Run: 059, F, 32, 0, 36
INVAR-45, Run: 060, F, 36, 0, 28
INVAR-45, Run: 061, F, 34, 0, 32
INVAR-45, Run: 062, F, 31, 0, 38
INVAR-45, Run: 063, F, 33, 0, 34
INVAR-45, Run: 064, F, 33, 0, 34
INVAR-45, Run: 065, F, 33, 0, 34
INVAR-45, Run: 066, F, 29, 0, 42
INVAR-45, Run: 067, F, 32, 0, 36
INVAR-45, Run: 068, F, 35, 0, 30
INVAR-45, Run: 069, F, 30, 0, 40
INVAR-45, Run: 070, F, 29, 0, 42
INVAR-45, Run: 071, F, 31, 0, 38
INVAR-45, Run: 072, F, 31, 0, 38
INVAR-45, Run: 073, F, 33, 0, 34
INVAR-45, Run: 074, F, 32, 0, 36
INVAR-45, Run: 075, F, 32, 0, 36
INVAR-45, Run: 076, F, 33, 0, 34
INVAR-45, Run: 077, F, 34, 0, 32
INVAR-45, Run: 078, F, 30, 0, 40
INVAR-45, Run: 079, F, 31, 0, 38
INVAR-45, Run: 080, F, 33, 0, 34
INVAR-45, Run: 081, F, 29, 0, 42
INVAR-45, Run: 082, F, 28, 0, 44
INVAR-45, Run: 083, F, 35, 0, 30
INVAR-45, Run: 084, F, 32, 0, 36
INVAR-45, Run: 085, F, 34, 0, 32
INVAR-45, Run: 086, F, 32, 0, 36
INVAR-45, Run: 087, F, 34, 0, 32
INVAR-45, Run: 088, F, 31, 0, 38
INVAR-45, Run: 089, F, 32, 0, 36
INVAR-45, Run: 090, F, 32, 0, 36
INVAR-45, Run: 091, F, 37, 0, 26
INVAR-45, Run: 092, F, 31, 0, 38
INVAR-45, Run: 093, F, 35, 0, 30
INVAR-45, Run: 094, F, 29, 0, 42
INVAR-45, Run: 095, F, 34, 0, 32
INVAR-45, Run: 096, F, 27, 0, 46
INVAR-45, Run: 097, F, 33, 0, 34
INVAR-45, Run: 098, F, 32, 0, 36
INVAR-45, Run: 099, F, 33, 0, 34
INVAR-45, Run: 100, F, 32, 0, 36
INVAR-46, Run: 001, F, 61, 0, 78
INVAR-46, Run: 002, F, 61, 0, 78
INVAR-46, Run: 003, F, 63, 0, 74
INVAR-46, Run: 004, F, 65, 0, 70
INVAR-46, Run: 005, F, 66, 0, 68
INVAR-46, Run: 006, F, 62, 0, 76
INVAR-46, Run: 007, F, 67, 0, 66
INVAR-46, Run: 008, F, 67, 0, 66
INVAR-46, Run: 009, F, 60, 0, 80
INVAR-46, Run: 010, F, 63, 0, 74
INVAR-46, Run: 011, F, 57, 0, 86
INVAR-46, Run: 012, F, 58, 0, 84
INVAR-46, Run: 013, F, 59, 0, 82
INVAR-46, Run: 014, F, 65, 0, 70
INVAR-46, Run: 015, F, 60, 0, 80
INVAR-46, Run: 016, F, 60, 0, 80
INVAR-46, Run: 017, F, 60, 0, 80
INVAR-46, Run: 018, F, 66, 0, 68
INVAR-46, Run: 019, F, 61, 0, 78
INVAR-46, Run: 020, F, 63, 0, 74
INVAR-46, Run: 021, F, 61, 0, 78
INVAR-46, Run: 022, F, 63, 0, 74
INVAR-46, Run: 023, F, 66, 0, 68
INVAR-46, Run: 024, F, 56, 0, 88
INVAR-46, Run: 025, F, 57, 0, 86
INVAR-46, Run: 026, F, 63, 0, 74
INVAR-46, Run: 027, F, 59, 0, 82
INVAR-46, Run: 028, F, 61, 0, 78
INVAR-46, Run: 029, F, 64, 0, 72
INVAR-46, Run: 030, F, 61, 0, 78
INVAR-46, Run: 031, F, 64, 0, 72
INVAR-46, Run: 032, F, 64, 0, 72
INVAR-46, Run: 033, F, 61, 0, 78
INVAR-46, Run: 034, F, 66, 0, 68
INVAR-46, Run: 035, F, 61, 0, 78
INVAR-46, Run: 036, F, 58, 0, 84
INVAR-46, Run: 037, F, 59, 0, 82
INVAR-46, Run: 038, F, 63, 0, 74
INVAR-46, Run: 039, F, 59, 0, 82
INVAR-46, Run: 040, F, 63, 0, 74
INVAR-46, Run: 041, F, 61, 0, 78
INVAR-46, Run: 042, F, 59, 0, 82
INVAR-46, Run: 043, F, 65, 0, 70
INVAR-46, Run: 044, F, 66, 0, 68
INVAR-46, Run: 045, F, 64, 0, 72
INVAR-46, Run: 046, F, 66, 0, 68
INVAR-46, Run: 047, F, 65, 0, 70
INVAR-46, Run: 048, F, 66, 0, 68
INVAR-46, Run: 049, F, 63, 0, 74
INVAR-46, Run: 050, F, 60, 0, 80
INVAR-46, Run: 051, F, 68, 0, 64
INVAR-46, Run: 052, F, 70, 0, 60
INVAR-46, Run: 053, F, 67, 0, 66
INVAR-46, Run: 054, F, 67, 0, 66
INVAR-46, Run: 055, F, 62, 0, 76
INVAR-46, Run: 056, F, 62, 0, 76
INVAR-46, Run: 057, F, 67, 0, 66
INVAR-46, Run: 058, F, 63, 0, 74
INVAR-46, Run: 059, F, 63, 0, 74
INVAR-46, Run: 060, F, 64, 0, 72
INVAR-46, Run: 061, F, 67, 0, 66
INVAR-46, Run: 062, F, 60, 0, 80
INVAR-46, Run: 063, F, 65, 0, 70
INVAR-46, Run: 064, F, 62, 0, 76
INVAR-46, Run: 065, F, 64, 0, 72
INVAR-46, Run: 066, F, 59, 0, 82
INVAR-46, Run: 067, F, 67, 0, 66
INVAR-46, Run: 068, F, 66, 0, 68
INVAR-46, Run: 069, F, 69, 0, 62
INVAR-46, Run: 070, F, 65, 0, 70
INVAR-46, Run: 071, F, 61, 0, 78
INVAR-46, Run: 072, F, 65, 0, 70
INVAR-46, Run: 073, F, 68, 0, 64
